quadratid,region,folder,mask_patches,mask_stitched,height,width,mask_height,mask_width,other_pixels,hard_coral_pixels,soft_coral_pixels,seaview_split,points_selection_method,point_labels_count,comparison_status,class_label_comparison,points_mismatch_count,hard_coral_mismatch_count,soft_coral_mismatch_count,points_mismatch_percent,hard_coral_mismatch_percent,soft_coral_mismatch_percent
10002022901,PAC_AUS,SEAVIEW_PAC_AUS,54,1,1144,1144,1144,1144,1720521,2205687,0,train,target,100,SUCCESS,Mismatch,100,57,0,100,57,0
10002023701,PAC_AUS,SEAVIEW_PAC_AUS,29,1,909,909,909,909,1776975,701868,0,train,target,100,SUCCESS,Mismatch,100,34,0,100,34,0
10005010802,PAC_AUS,SEAVIEW_PAC_AUS,3,1,776,776,776,776,1773708,16824,15996,train,random,100,SUCCESS,Mismatch,3,0,1,3,0,1
10002031802,PAC_AUS,SEAVIEW_PAC_AUS,26,1,798,798,798,798,1338516,571896,0,train,target,100,SUCCESS,Mismatch,100,49,0,100,49,0
10002044201,PAC_AUS,SEAVIEW_PAC_AUS,44,1,877,877,877,877,1529493,777894,0,train,target,100,SUCCESS,Mismatch,100,54,0,100,54,0
10005006202,PAC_AUS,SEAVIEW_PAC_AUS,11,1,945,945,945,945,2478432,200643,0,train,random,100,SUCCESS,Match,0,0,0,0,0,0
10005013402,PAC_AUS,SEAVIEW_PAC_AUS,7,1,776,776,776,776,1707831,98697,0,train,random,100,SUCCESS,Match,0,0,0,0,0,0
10005011302,PAC_AUS,SEAVIEW_PAC_AUS,12,1,945,945,945,945,2477955,201120,0,train,random,100,SUCCESS,Mismatch,2,1,0,2,1,0
10005015802,PAC_AUS,SEAVIEW_PAC_AUS,3,1,821,821,821,821,2009637,12486,0,train,random,100,SUCCESS,Mismatch,2,0,0,2,0,0
10005017207,PAC_AUS,SEAVIEW_PAC_AUS,7,1,738,738,738,738,1354413,279519,0,train,random,100,SUCCESS,Mismatch,10,5,0,10,5,0
10005017402,PAC_AUS,SEAVIEW_PAC_AUS,5,1,848,848,848,848,2073774,83538,0,train,random,100,SUCCESS,Mismatch,2,1,0,2,1,0
10005016302,PAC_AUS,SEAVIEW_PAC_AUS,4,1,1031,1031,1031,1031,3149850,39033,0,train,random,100,SUCCESS,Mismatch,5,0,0,5,0,0
10005020502,PAC_AUS,SEAVIEW_PAC_AUS,10,1,821,821,821,821,1840425,181698,0,train,random,100,SUCCESS,Mismatch,10,3,0,10,3,0
10005024502,PAC_AUS,SEAVIEW_PAC_AUS,5,1,776,776,776,776,1718079,88449,0,train,random,100,SUCCESS,Mismatch,7,5,0,7,5,0
10005025802,PAC_AUS,SEAVIEW_PAC_AUS,17,1,848,848,848,848,1977171,180141,0,train,random,100,SUCCESS,Mismatch,10,5,0,10,5,0
10005026002,PAC_AUS,SEAVIEW_PAC_AUS,3,1,798,798,798,798,1899657,10755,0,train,random,100,SUCCESS,Match,0,0,0,0,0,0
10005029607,PAC_AUS,SEAVIEW_PAC_AUS,1,1,738,738,738,738,1622835,11097,0,train,random,100,SUCCESS,Match,0,0,0,0,0,0
10005034202,PAC_AUS,SEAVIEW_PAC_AUS,9,1,798,798,798,798,1758216,152196,0,train,random,100,SUCCESS,Mismatch,2,0,0,2,0,0
10005034102,PAC_AUS,SEAVIEW_PAC_AUS,5,1,776,776,776,776,1671015,135513,0,train,random,100,SUCCESS,Mismatch,6,0,0,6,0,0
10005034008,PAC_AUS,SEAVIEW_PAC_AUS,11,1,738,738,738,738,1462398,171534,0,train,random,100,SUCCESS,Mismatch,1,0,0,1,0,0
10005034303,PAC_AUS,SEAVIEW_PAC_AUS,11,1,821,821,821,821,1660725,361398,0,train,random,100,SUCCESS,Mismatch,4,3,0,4,3,0
10005034103,PAC_AUS,SEAVIEW_PAC_AUS,8,1,776,776,776,776,1703745,102783,0,train,random,100,SUCCESS,Mismatch,1,1,0,1,1,0
10005034302,PAC_AUS,SEAVIEW_PAC_AUS,6,1,821,821,821,821,1781496,240627,0,train,random,100,SUCCESS,Mismatch,6,4,0,6,4,0
10005034402,PAC_AUS,SEAVIEW_PAC_AUS,12,1,821,821,821,821,1797207,204042,20874,train,random,100,SUCCESS,Mismatch,2,1,0,2,1,0
10005034403,PAC_AUS,SEAVIEW_PAC_AUS,16,1,821,821,821,821,1748433,273690,0,train,random,100,SUCCESS,Mismatch,4,2,0,4,2,0
10005035502,PAC_AUS,SEAVIEW_PAC_AUS,3,1,798,798,798,798,1867257,43155,0,train,random,100,SUCCESS,Mismatch,1,0,0,1,0,0
10005035402,PAC_AUS,SEAVIEW_PAC_AUS,8,1,798,798,798,798,1824678,85734,0,train,random,100,SUCCESS,Mismatch,2,2,0,2,2,0
10005035602,PAC_AUS,SEAVIEW_PAC_AUS,5,1,798,798,798,798,1782306,128106,0,train,random,100,SUCCESS,Mismatch,3,2,0,3,2,0
10005039002,PAC_AUS,SEAVIEW_PAC_AUS,12,1,848,848,848,848,1838094,319218,0,train,random,100,SUCCESS,Mismatch,10,3,0,10,3,0
10005039302,PAC_AUS,SEAVIEW_PAC_AUS,27,1,848,848,848,848,1856475,300837,0,train,random,100,SUCCESS,Mismatch,3,3,0,3,3,0
10005039102,PAC_AUS,SEAVIEW_PAC_AUS,21,1,848,848,848,848,1873077,282111,2124,train,random,100,SUCCESS,Mismatch,6,4,0,6,4,0
10005043103,PAC_AUS,SEAVIEW_PAC_AUS,21,1,756,756,756,756,1360353,354255,0,train,random,100,SUCCESS,Mismatch,19,8,0,19,8,0
10005039902,PAC_AUS,SEAVIEW_PAC_AUS,22,1,848,848,848,848,1947597,209715,0,train,random,100,SUCCESS,Mismatch,5,2,0,5,2,0
10005043302,PAC_AUS,SEAVIEW_PAC_AUS,16,1,756,756,756,756,1372710,341898,0,train,random,100,SUCCESS,Mismatch,7,5,0,7,5,0
10005043303,PAC_AUS,SEAVIEW_PAC_AUS,27,1,756,756,756,756,1374270,340338,0,train,random,100,SUCCESS,Mismatch,9,7,0,9,7,0
10005042505,PAC_AUS,SEAVIEW_PAC_AUS,16,1,798,798,798,798,1694877,215535,0,train,random,100,SUCCESS,Mismatch,5,3,0,5,3,0
10005043402,PAC_AUS,SEAVIEW_PAC_AUS,23,1,776,776,776,776,1507746,298782,0,train,random,100,SUCCESS,Mismatch,2,1,0,2,1,0
10005043502,PAC_AUS,SEAVIEW_PAC_AUS,25,1,776,776,776,776,1427805,378723,0,train,random,100,SUCCESS,Mismatch,7,4,0,7,4,0
10005045207,PAC_AUS,SEAVIEW_PAC_AUS,5,1,738,738,738,738,1575285,58647,0,train,random,100,SUCCESS,Mismatch,7,0,0,7,0,0
10005045402,PAC_AUS,SEAVIEW_PAC_AUS,22,1,798,798,798,798,1735197,171972,3243,train,random,100,SUCCESS,Mismatch,3,1,0,3,1,0
10005050702,PAC_AUS,SEAVIEW_PAC_AUS,2,1,798,798,798,798,1903896,6516,0,train,random,100,SUCCESS,Mismatch,2,2,0,2,2,0
10005046502,PAC_AUS,SEAVIEW_PAC_AUS,11,1,776,776,776,776,1705707,100821,0,train,random,100,SUCCESS,Mismatch,2,1,0,2,1,0
10005060002,PAC_AUS,SEAVIEW_PAC_AUS,16,1,821,821,821,821,1609782,412341,0,train,random,100,SUCCESS,Mismatch,7,3,0,7,3,0
10005060102,PAC_AUS,SEAVIEW_PAC_AUS,16,1,821,821,821,821,1638051,371022,13050,train,random,100,SUCCESS,Mismatch,16,8,0,16,8,0
10005082703,PAC_AUS,SEAVIEW_PAC_AUS,5,1,776,776,776,776,1628019,178509,0,train,random,100,SUCCESS,Mismatch,2,0,0,2,0,0
10005063303,PAC_AUS,SEAVIEW_PAC_AUS,6,1,848,848,848,848,2098917,58395,0,train,random,100,SUCCESS,Mismatch,1,1,0,1,1,0
10005080802,PAC_AUS,SEAVIEW_PAC_AUS,9,1,821,821,821,821,1766337,255786,0,train,random,100,SUCCESS,Mismatch,6,2,0,6,2,0
10005083702,PAC_AUS,SEAVIEW_PAC_AUS,2,1,776,776,776,776,1727121,79407,0,train,random,100,SUCCESS,Mismatch,5,0,0,5,0,0
10005083802,PAC_AUS,SEAVIEW_PAC_AUS,13,1,877,877,877,877,2076879,230508,0,train,random,100,SUCCESS,Mismatch,7,2,0,7,2,0
10005084105,PAC_AUS,SEAVIEW_PAC_AUS,6,1,821,821,821,821,1927233,94890,0,train,random,100,SUCCESS,Mismatch,2,0,0,2,0,0
10005084202,PAC_AUS,SEAVIEW_PAC_AUS,10,1,798,798,798,798,1723743,186669,0,train,random,100,SUCCESS,Mismatch,3,2,0,3,2,0
10005084205,PAC_AUS,SEAVIEW_PAC_AUS,1,1,798,798,798,798,1851726,58686,0,train,random,100,SUCCESS,Mismatch,4,0,0,4,0,0
10005084302,PAC_AUS,SEAVIEW_PAC_AUS,8,1,798,798,798,798,1779756,130656,0,train,random,100,SUCCESS,Mismatch,4,1,0,4,1,0
10006094101,PAC_AUS,SEAVIEW_PAC_AUS,10,1,909,909,909,909,2319567,159276,0,train,random,100,SUCCESS,Mismatch,34,1,0,34,1,0
10005089805,PAC_AUS,SEAVIEW_PAC_AUS,8,1,756,756,756,756,1487415,227193,0,train,random,100,SUCCESS,Mismatch,2,1,0,2,1,0
10006094402,PAC_AUS,SEAVIEW_PAC_AUS,38,1,985,985,985,985,2149728,738006,22941,train,random,100,SUCCESS,Mismatch,25,19,0,25,19,0
10005091402,PAC_AUS,SEAVIEW_PAC_AUS,10,1,945,945,945,945,2429589,249486,0,train,random,100,SUCCESS,Mismatch,2,0,0,2,0,0
10006093807,PAC_AUS,SEAVIEW_PAC_AUS,18,1,738,738,738,738,1437930,196002,0,train,random,100,SUCCESS,Mismatch,12,9,0,12,9,0
10006094201,PAC_AUS,SEAVIEW_PAC_AUS,31,1,909,909,909,909,1164711,1277622,36510,train,random,100,SUCCESS,Mismatch,64,51,1,64,51,1
10006094102,PAC_AUS,SEAVIEW_PAC_AUS,32,1,909,909,909,909,1373520,1086690,18633,train,random,100,SUCCESS,Mismatch,47,37,0,47,37,0
10006093001,PAC_AUS,SEAVIEW_PAC_AUS,12,1,1031,1031,1031,1031,2803704,385179,0,train,random,100,SUCCESS,Mismatch,4,4,0,4,4,0
10006094502,PAC_AUS,SEAVIEW_PAC_AUS,18,1,1031,1031,1031,1031,2874441,314442,0,train,random,100,SUCCESS,Mismatch,11,1,0,11,1,0
10006094801,PAC_AUS,SEAVIEW_PAC_AUS,40,1,1215,1215,1215,1215,4068372,296766,63537,train,random,100,SUCCESS,Mismatch,6,3,0,6,3,0
10006098302,PAC_AUS,SEAVIEW_PAC_AUS,34,1,1031,1031,1031,1031,2565099,605856,17928,train,random,100,SUCCESS,Mismatch,13,12,0,13,12,0
10006098602,PAC_AUS,SEAVIEW_PAC_AUS,18,1,1031,1031,1031,1031,2975610,213273,0,train,random,100,SUCCESS,Mismatch,2,2,0,2,2,0
10006102301,PAC_AUS,SEAVIEW_PAC_AUS,11,1,945,945,945,945,2217477,443220,18378,train,random,100,SUCCESS,Mismatch,4,1,0,4,1,0
10006105002,PAC_AUS,SEAVIEW_PAC_AUS,16,1,877,877,877,877,2145771,161616,0,train,random,100,SUCCESS,Mismatch,10,8,0,10,8,0
10006105402,PAC_AUS,SEAVIEW_PAC_AUS,20,1,877,877,877,877,2036397,270990,0,train,random,100,SUCCESS,Mismatch,10,4,0,10,4,0
10006102302,PAC_AUS,SEAVIEW_PAC_AUS,17,1,945,945,945,945,2464785,214290,0,train,random,100,SUCCESS,Mismatch,1,0,0,1,0,0
10006102501,PAC_AUS,SEAVIEW_PAC_AUS,20,1,1084,1084,1084,1084,3403701,121467,0,train,random,100,SUCCESS,Mismatch,3,0,0,3,0,0
10006105602,PAC_AUS,SEAVIEW_PAC_AUS,12,1,1031,1031,1031,1031,2953257,235626,0,train,random,100,SUCCESS,Mismatch,1,0,0,1,0,0
10006106001,PAC_AUS,SEAVIEW_PAC_AUS,15,1,1084,1084,1084,1084,3392610,132558,0,train,random,100,SUCCESS,Mismatch,1,0,0,1,0,0
10006106102,PAC_AUS,SEAVIEW_PAC_AUS,19,1,1031,1031,1031,1031,2896980,291903,0,train,random,100,SUCCESS,Mismatch,2,1,0,2,1,0
10006106402,PAC_AUS,SEAVIEW_PAC_AUS,22,1,1031,1031,1031,1031,2878812,310071,0,train,random,100,SUCCESS,Mismatch,4,4,0,4,4,0
10006106902,PAC_AUS,SEAVIEW_PAC_AUS,18,1,1031,1031,1031,1031,3042099,106353,40431,train,random,100,SUCCESS,Mismatch,6,0,0,6,0,0
10006110502,PAC_AUS,SEAVIEW_PAC_AUS,28,1,1031,1031,1031,1031,2737527,446271,5085,train,random,100,SUCCESS,Mismatch,6,5,0,6,5,0
10006110401,PAC_AUS,SEAVIEW_PAC_AUS,6,1,1031,1031,1031,1031,2971290,217593,0,train,random,100,SUCCESS,Mismatch,1,1,0,1,1,0
10006110501,PAC_AUS,SEAVIEW_PAC_AUS,16,1,1031,1031,1031,1031,2564412,624471,0,train,random,100,SUCCESS,Mismatch,14,13,0,14,13,0
10006110801,PAC_AUS,SEAVIEW_PAC_AUS,38,1,1084,1084,1084,1084,2869032,656136,0,train,random,100,SUCCESS,Mismatch,6,6,0,6,6,0
10006110601,PAC_AUS,SEAVIEW_PAC_AUS,20,1,1215,1215,1215,1215,3780606,648069,0,train,random,100,SUCCESS,Mismatch,4,3,0,4,3,0
10006112502,PAC_AUS,SEAVIEW_PAC_AUS,34,1,1031,1031,1031,1031,2733975,447939,6969,train,random,100,SUCCESS,Mismatch,9,7,0,9,7,0
10006111001,PAC_AUS,SEAVIEW_PAC_AUS,45,1,1084,1084,1084,1084,2815203,709965,0,train,random,100,SUCCESS,Mismatch,13,9,0,13,9,0
10006110901,PAC_AUS,SEAVIEW_PAC_AUS,25,1,1084,1084,1084,1084,2943780,581388,0,train,random,100,SUCCESS,Mismatch,7,5,0,7,5,0
10006112702,PAC_AUS,SEAVIEW_PAC_AUS,33,1,1031,1031,1031,1031,2911509,277374,0,train,random,100,SUCCESS,Mismatch,3,2,0,3,2,0
10006114202,PAC_AUS,SEAVIEW_PAC_AUS,9,1,877,877,877,877,2242800,64587,0,train,random,100,SUCCESS,Match,0,0,0,0,0,0
10006112801,PAC_AUS,SEAVIEW_PAC_AUS,10,1,1084,1084,1084,1084,3401364,123804,0,train,random,100,SUCCESS,Mismatch,1,0,0,1,0,0
10006114302,PAC_AUS,SEAVIEW_PAC_AUS,2,1,877,877,877,877,2300358,7029,0,train,random,100,SUCCESS,Match,0,0,0,0,0,0
10006114502,PAC_AUS,SEAVIEW_PAC_AUS,22,1,909,909,909,909,2313684,160794,4365,train,random,100,SUCCESS,Mismatch,3,3,0,3,3,0
10006114602,PAC_AUS,SEAVIEW_PAC_AUS,28,1,945,945,945,945,2413281,264615,1179,train,random,100,SUCCESS,Mismatch,9,2,0,9,2,0
10006118302,PAC_AUS,SEAVIEW_PAC_AUS,28,1,985,985,985,985,2499462,396777,14436,train,random,100,SUCCESS,Mismatch,6,1,0,6,1,0
10006120902,PAC_AUS,SEAVIEW_PAC_AUS,6,1,945,945,945,945,2623857,49056,6162,train,random,100,SUCCESS,Mismatch,1,0,0,1,0,0
10006116902,PAC_AUS,SEAVIEW_PAC_AUS,7,1,909,909,909,909,2248149,230694,0,train,random,100,SUCCESS,Mismatch,10,5,0,10,5,0
10006118501,PAC_AUS,SEAVIEW_PAC_AUS,29,1,1084,1084,1084,1084,3191946,323349,9873,train,random,100,SUCCESS,Mismatch,8,2,0,8,2,0
10006118801,PAC_AUS,SEAVIEW_PAC_AUS,38,1,1084,1084,1084,1084,3117555,398163,9450,train,random,100,SUCCESS,Mismatch,6,1,1,6,1,1
10006120102,PAC_AUS,SEAVIEW_PAC_AUS,25,1,821,821,821,821,1747668,274455,0,train,random,100,SUCCESS,Mismatch,5,4,0,5,4,0
10006118901,PAC_AUS,SEAVIEW_PAC_AUS,25,1,1084,1084,1084,1084,3181920,343248,0,train,random,100,SUCCESS,Mismatch,3,1,0,3,1,0
10006121002,PAC_AUS,SEAVIEW_PAC_AUS,6,1,985,985,985,985,2835864,74811,0,train,random,100,SUCCESS,Match,0,0,0,0,0,0
10006121201,PAC_AUS,SEAVIEW_PAC_AUS,9,1,1084,1084,1084,1084,3419676,105492,0,train,random,100,SUCCESS,Mismatch,2,1,0,2,1,0
10006121301,PAC_AUS,SEAVIEW_PAC_AUS,19,1,1144,1144,1144,1144,3763713,156777,5718,train,random,100,SUCCESS,Match,0,0,0,0,0,0
10006125702,PAC_AUS,SEAVIEW_PAC_AUS,27,1,848,848,848,848,1775424,381888,0,train,random,100,SUCCESS,Mismatch,11,7,0,11,7,0
10006123201,PAC_AUS,SEAVIEW_PAC_AUS,25,1,1215,1215,1215,1215,3904644,512196,11835,train,random,100,SUCCESS,Mismatch,3,1,0,3,1,0
10006125903,PAC_AUS,SEAVIEW_PAC_AUS,31,1,985,985,985,985,2504184,406491,0,train,random,100,SUCCESS,Mismatch,7,0,0,7,0,0
10008007102,PAC_AUS,SEAVIEW_PAC_AUS,19,1,1031,1031,1031,1031,2884902,303981,0,test,random,40,SUCCESS,Mismatch,1,1,0,2.5,2.5,0
10008007302,PAC_AUS,SEAVIEW_PAC_AUS,17,1,1031,1031,1031,1031,2833836,355047,0,test,random,40,SUCCESS,Mismatch,2,0,0,5,0,0
10016012501,PAC_AUS,SEAVIEW_PAC_AUS,17,1,1398,1398,1398,1398,5566602,296610,0,test,random,40,SUCCESS,Mismatch,4,4,0,10,10,0
10017074901,PAC_AUS,SEAVIEW_PAC_AUS,4,1,1031,1031,1031,1031,3136176,52707,0,train,random,40,SUCCESS,Mismatch,2,0,0,5,0,0
10016013701,PAC_AUS,SEAVIEW_PAC_AUS,20,1,1398,1398,1398,1398,5223357,639855,0,test,random,40,SUCCESS,Mismatch,3,2,0,7.5,5,0
10019001502,PAC_AUS,SEAVIEW_PAC_AUS,11,1,756,756,756,756,1583067,122589,8952,train,random,100,SUCCESS,Mismatch,18,0,0,18,0,0
10019012002,PAC_AUS,SEAVIEW_PAC_AUS,9,1,776,776,776,776,1722195,77046,7287,train,random,100,SUCCESS,Mismatch,6,3,0,6,3,0
10019012202,PAC_AUS,SEAVIEW_PAC_AUS,17,1,985,985,985,985,2612685,196287,101703,train,random,100,SUCCESS,Mismatch,9,4,0,9,4,0
10019019402,PAC_AUS,SEAVIEW_PAC_AUS,22,1,1031,1031,1031,1031,2138421,1037460,13002,train,random,100,SUCCESS,Mismatch,19,10,0,19,10,0
10019019501,PAC_AUS,SEAVIEW_PAC_AUS,16,1,909,909,909,909,1858098,620745,0,train,random,100,SUCCESS,Mismatch,12,3,0,12,3,0
10019039401,PAC_AUS,SEAVIEW_PAC_AUS,16,1,945,945,945,945,2101287,519117,58671,train,random,100,SUCCESS,Mismatch,29,7,0,29,7,0
10019049602,PAC_AUS,SEAVIEW_PAC_AUS,10,1,945,945,945,945,2460963,188700,29412,train,random,100,SUCCESS,Mismatch,39,11,5,39,11,5
10019055702,PAC_AUS,SEAVIEW_PAC_AUS,13,1,798,798,798,798,1589430,67908,253074,train,random,100,SUCCESS,Mismatch,16,0,3,16,0,3
10019056802,PAC_AUS,SEAVIEW_PAC_AUS,33,1,756,756,756,756,1291575,369204,53829,train,random,100,SUCCESS,Mismatch,20,5,0,20,5,0
10019060302,PAC_AUS,SEAVIEW_PAC_AUS,24,1,821,821,821,821,1653750,348966,19407,train,random,100,SUCCESS,Mismatch,15,3,0,15,3,0
10019060303,PAC_AUS,SEAVIEW_PAC_AUS,21,1,821,821,821,821,1507473,514650,0,train,random,100,SUCCESS,Mismatch,2,0,0,2,0,0
10019062902,PAC_AUS,SEAVIEW_PAC_AUS,31,1,756,756,756,756,1058103,546321,110184,train,random,100,SUCCESS,Mismatch,10,3,2,10,3,2
10019063002,PAC_AUS,SEAVIEW_PAC_AUS,20,1,756,756,756,756,1282812,424272,7524,train,random,100,SUCCESS,Mismatch,3,0,0,3,0,0
10019058301,PAC_AUS,SEAVIEW_PAC_AUS,14,1,909,909,909,909,1045860,1410933,22050,train,random,100,SUCCESS,Mismatch,13,10,0,13,10,0
10019081502,PAC_AUS,SEAVIEW_PAC_AUS,23,1,756,756,756,756,1359240,346977,8391,train,random,100,SUCCESS,Mismatch,7,3,0,7,3,0
10019083001,PAC_AUS,SEAVIEW_PAC_AUS,20,1,909,909,909,909,1229667,1249176,0,train,random,100,SUCCESS,Mismatch,7,1,0,7,1,0
10019083201,PAC_AUS,SEAVIEW_PAC_AUS,20,1,877,877,877,877,1303590,1003797,0,train,random,100,SUCCESS,Mismatch,8,4,0,8,4,0
10019083202,PAC_AUS,SEAVIEW_PAC_AUS,30,1,877,877,877,877,1532490,774897,0,train,random,100,SUCCESS,Mismatch,14,5,0,14,5,0
10020088601,PAC_AUS,SEAVIEW_PAC_AUS,21,1,1298,1298,1298,1298,4687029,367383,0,train,random,100,SUCCESS,Mismatch,8,3,0,8,3,0
10020088801,PAC_AUS,SEAVIEW_PAC_AUS,13,1,1298,1298,1298,1298,4742052,63108,249252,train,random,100,SUCCESS,Mismatch,4,0,1,4,0,1
10020090701,PAC_AUS,SEAVIEW_PAC_AUS,4,1,1144,1144,1144,1144,3813360,62022,50826,train,random,100,SUCCESS,Mismatch,4,1,0,4,1,0
10020098002,PAC_AUS,SEAVIEW_PAC_AUS,2,1,756,756,756,756,1704435,10173,0,train,random,100,SUCCESS,Mismatch,1,1,0,1,1,0
10022087602,PAC_AUS,SEAVIEW_PAC_AUS,6,1,821,821,821,821,1968195,21471,32457,train,random,40,SUCCESS,Mismatch,3,0,0,7.5,0,0
10020110801,PAC_AUS,SEAVIEW_PAC_AUS,3,1,1144,1144,1144,1144,3808821,18708,98679,train,random,100,SUCCESS,Mismatch,7,1,4,7,1,4
10020123602,PAC_AUS,SEAVIEW_PAC_AUS,6,1,821,821,821,821,1945089,77034,0,train,random,100,SUCCESS,Mismatch,1,1,0,1,1,0
10022087502,PAC_AUS,SEAVIEW_PAC_AUS,2,1,821,821,821,821,1801242,220881,0,train,random,40,SUCCESS,Match,0,0,0,0,0,0
10020146102,PAC_AUS,SEAVIEW_PAC_AUS,9,1,1031,1031,1031,1031,3083853,69132,35898,train,random,100,SUCCESS,Mismatch,1,0,0,1,0,0
10020154501,PAC_AUS,SEAVIEW_PAC_AUS,2,1,1144,1144,1144,1144,3895002,31206,0,train,random,100,SUCCESS,Mismatch,1,0,0,1,0,0
10020118801,PAC_AUS,SEAVIEW_PAC_AUS,3,1,1144,1144,1144,1144,3864375,2709,59124,train,random,100,SUCCESS,Mismatch,2,1,1,2,1,1
10022087702,PAC_AUS,SEAVIEW_PAC_AUS,10,1,776,776,776,776,1774230,32298,0,train,random,40,SUCCESS,Mismatch,2,1,0,5,2.5,0
10022088002,PAC_AUS,SEAVIEW_PAC_AUS,12,1,821,821,821,821,1953621,68502,0,train,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
10022088102,PAC_AUS,SEAVIEW_PAC_AUS,16,1,756,756,756,756,1648380,66228,0,train,random,40,SUCCESS,Mismatch,7,1,0,17.5,2.5,0
10022088202,PAC_AUS,SEAVIEW_PAC_AUS,20,1,756,756,756,756,1596990,117618,0,train,random,40,SUCCESS,Mismatch,5,1,0,12.5,2.5,0
10022088302,PAC_AUS,SEAVIEW_PAC_AUS,9,1,798,798,798,798,1853244,57168,0,train,random,40,SUCCESS,Mismatch,2,0,0,5,0,0
10023114602,PAC_AUS,SEAVIEW_PAC_AUS,7,1,776,776,776,776,1760730,45798,0,train,random,100,SUCCESS,Mismatch,3,3,0,3,3,0
10022091902,PAC_AUS,SEAVIEW_PAC_AUS,7,1,848,848,848,848,1681335,475977,0,test,random,40,SUCCESS,Mismatch,7,1,0,17.5,2.5,0
10023114702,PAC_AUS,SEAVIEW_PAC_AUS,11,1,798,798,798,798,1829955,80457,0,train,random,100,SUCCESS,Mismatch,4,3,0,4,3,0
10022090602,PAC_AUS,SEAVIEW_PAC_AUS,16,1,821,821,821,821,1985898,36225,0,test,random,40,SUCCESS,Mismatch,2,0,0,5,0,0
10022091602,PAC_AUS,SEAVIEW_PAC_AUS,16,1,1031,1031,1031,1031,2639064,371514,178305,test,random,40,SUCCESS,Mismatch,7,0,4,17.5,0,10
10022091302,PAC_AUS,SEAVIEW_PAC_AUS,19,1,945,945,945,945,2584455,94620,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
10023111102,PAC_AUS,SEAVIEW_PAC_AUS,10,1,1031,1031,1031,1031,3038955,149928,0,train,random,100,SUCCESS,Mismatch,1,1,0,1,1,0
10023115002,PAC_AUS,SEAVIEW_PAC_AUS,9,1,985,985,985,985,2789781,120894,0,train,random,100,SUCCESS,Mismatch,2,1,0,2,1,0
10023116402,PAC_AUS,SEAVIEW_PAC_AUS,9,1,877,877,877,877,2274249,24684,8454,train,random,100,SUCCESS,Mismatch,1,0,0,1,0,0
10023117202,PAC_AUS,SEAVIEW_PAC_AUS,23,1,877,877,877,877,2006535,292911,7941,train,random,100,SUCCESS,Mismatch,3,2,0,3,2,0
10023118102,PAC_AUS,SEAVIEW_PAC_AUS,11,1,909,909,909,909,2316426,136482,25935,train,random,100,SUCCESS,Mismatch,6,2,0,6,2,0
10023118302,PAC_AUS,SEAVIEW_PAC_AUS,21,1,877,877,877,877,1894170,408279,4938,train,random,100,SUCCESS,Mismatch,8,4,0,8,4,0
10023120802,PAC_AUS,SEAVIEW_PAC_AUS,12,1,985,985,985,985,2747559,163116,0,train,random,100,SUCCESS,Mismatch,3,1,0,3,1,0
10023122502,PAC_AUS,SEAVIEW_PAC_AUS,13,1,877,877,877,877,2119209,174813,13365,train,random,100,SUCCESS,Mismatch,6,3,3,6,3,3
10023171602,PAC_AUS,SEAVIEW_PAC_AUS,15,1,848,848,848,848,1830513,326799,0,train,random,100,SUCCESS,Mismatch,11,5,0,11,5,0
10023171402,PAC_AUS,SEAVIEW_PAC_AUS,7,1,821,821,821,821,1827048,125640,69435,train,random,100,SUCCESS,Mismatch,10,0,4,10,0,4
10023123602,PAC_AUS,SEAVIEW_PAC_AUS,21,1,985,985,985,985,2623983,214551,72141,train,random,100,SUCCESS,Mismatch,8,2,4,8,2,4
10023127502,PAC_AUS,SEAVIEW_PAC_AUS,13,1,798,798,798,798,1704831,205581,0,train,random,100,SUCCESS,Mismatch,4,3,0,4,3,0
10023179802,PAC_AUS,SEAVIEW_PAC_AUS,2,1,756,756,756,756,1707063,7545,0,train,random,100,SUCCESS,Match,0,0,0,0,0,0
10023183502,PAC_AUS,SEAVIEW_PAC_AUS,2,1,756,756,756,756,1494015,220593,0,train,random,100,SUCCESS,Mismatch,8,8,0,8,8,0
10025044701,PAC_AUS,SEAVIEW_PAC_AUS,9,1,1398,1398,1398,1398,4572279,679818,611115,train,target,100,SUCCESS,Match,0,0,0,0,0,0
10025044801,PAC_AUS,SEAVIEW_PAC_AUS,9,1,1398,1398,1398,1398,4978767,481737,402708,train,target,100,SUCCESS,Match,0,0,0,0,0,0
10025045601,PAC_AUS,SEAVIEW_PAC_AUS,13,1,1398,1398,1398,1398,5205876,657336,0,train,target,100,SUCCESS,Match,0,0,0,0,0,0
10025046001,PAC_AUS,SEAVIEW_PAC_AUS,15,1,1398,1398,1398,1398,5244783,618429,0,train,target,100,SUCCESS,Match,0,0,0,0,0,0
10025048101,PAC_AUS,SEAVIEW_PAC_AUS,16,1,1398,1398,1398,1398,4805868,928806,128538,train,target,100,SUCCESS,Match,0,0,0,0,0,0
10025052401,PAC_AUS,SEAVIEW_PAC_AUS,9,1,1398,1398,1398,1398,5422563,245601,195048,train,target,100,SUCCESS,Match,0,0,0,0,0,0
